model,dataset_size,dataset,fold,carte_lr_idx,test_score,best_val_loss,Created
CARTE 🗺️,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,3,5.0,0.432015080695125,"[-0.35711830854415894,-0.2986186742782593,-0.408754825592041,-0.430649995803833,-0.3696230053901672]",2025-05-01T00:14:54.000Z
CARTE 🗺️,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,2,5.0,0.4527008743386973,"[-0.4186503291130066,-0.3855528235435486,-0.3983461856842041,-0.39021599292755127,-0.35888004302978516]",2025-05-01T00:14:52.000Z
CARTE 🗺️,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,1,5.0,0.4937540379886685,"[-0.39185577630996704,-0.3644105792045593,-0.3719174861907959,-0.3752133846282959,-0.363974392414093]",2025-05-01T00:14:44.000Z
CARTE 🗺️,10000,REG_CONSUMER_MERCARI_ONLINE_MARKETPLACE,0,5.0,0.4666704994156591,"[-0.3679188489913941,-0.34193968772888184,-0.4111313223838806,-0.4138601422309875,-0.38978952169418335]",2025-05-01T00:14:43.000Z
CARTE 🗺️,10000,REG_SOCIAL_ANIME_PLANET_RATING,3,5.0,0.7163239048752688,"[-0.6887816786766052,-0.6252504587173462,-0.6741331815719604,-0.6685250997543335,-0.6638187170028687]",2025-04-30T22:50:37.000Z
CARTE 🗺️,10000,REG_SOCIAL_ANIME_PLANET_RATING,2,5.0,0.7135612465115369,"[-0.6594778895378113,-0.6322519779205322,-0.6424667239189148,-0.6553497314453125,-0.6719056367874146]",2025-04-30T22:50:26.000Z
CARTE 🗺️,10000,REG_SOCIAL_ANIME_PLANET_RATING,1,5.0,0.7038726359692378,"[-0.6634938716888428,-0.6642723083496094,-0.636427640914917,-0.6748727560043335,-0.6450425386428833]",2025-04-30T22:50:15.000Z
CARTE 🗺️,10000,REG_SOCIAL_ANIME_PLANET_RATING,0,5.0,0.7240714056684152,"[-0.6474601030349731,-0.659386396408081,-0.6778976321220398,-0.6639100313186646,-0.6644852161407471]",2025-04-30T22:50:05.000Z
CARTE 🗺️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,3,5.0,0.458847414035818,"[-0.4504038095474243,-0.4749572277069092,-0.4538830518722534,-0.4657400846481323,-0.49631017446517944]",2025-04-30T21:15:46.000Z
CARTE 🗺️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,2,5.0,0.5120098422359172,"[-0.389975368976593,-0.4784268140792846,-0.4740198254585266,-0.5197556614875793,-0.501517653465271]",2025-04-30T21:15:35.000Z
CARTE 🗺️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,1,5.0,0.5740584017119139,"[-0.44276028871536255,-0.4935193061828614,-0.41285455226898193,-0.45832884311676025,-0.5085011720657349]",2025-04-30T21:15:26.000Z
CARTE 🗺️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,0,5.0,0.4879670797028711,"[-0.4889708161354065,-0.4529353380203247,-0.5243270397186279,-0.44951188564300537,-0.5272629261016846]",2025-04-30T21:15:25.000Z
CARTE 🗺️,10000,REG_FOOD_ZOMATO_RESTAURANTS,3,5.0,0.8645621178525558,"[-0.7857556343078613,-0.7833258509635925,-0.8069571256637573,-0.8178325891494751,-0.8060253858566284]",2025-04-30T21:14:33.000Z
CARTE 🗺️,10000,REG_FOOD_ZOMATO_RESTAURANTS,2,5.0,0.8525477649117196,"[-0.8289198875427246,-0.8052092790603638,-0.7954531908035278,-0.7900810241699219,-0.8166323900222778]",2025-04-30T21:14:31.000Z
CARTE 🗺️,10000,REG_FOOD_ZOMATO_RESTAURANTS,1,5.0,0.8622351581736077,"[-0.8054566383361816,-0.8027267456054688,-0.8137398958206177,-0.803250789642334,-0.8014186024665833]",2025-04-30T21:14:22.000Z
CARTE 🗺️,10000,REG_FOOD_ZOMATO_RESTAURANTS,0,5.0,0.8375051763026653,"[-0.7748939394950867,-0.7750373482704163,-0.7701558470726013,-0.7792046070098877,-0.7938655018806458]",2025-04-30T21:14:20.000Z
CARTE 🗺️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,3,5.0,0.8151331102566258,"[-0.40110981464385986,-0.4560011625289917,-0.32656896114349365,-0.4097428321838379,-0.3586050271987915]",2025-04-30T21:13:19.000Z
CARTE 🗺️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,2,5.0,0.8493316199015437,"[-0.3970018029212952,-0.3605613112449646,-0.4101114869117737,0.001177072525024414,-0.3202982544898987]",2025-04-30T21:13:08.000Z
CARTE 🗺️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,1,5.0,0.8659302559536668,"[-0.517842710018158,-0.4813066720962525,-0.40704602003097534,-0.4996272325515747,-0.39059513807296753]",2025-04-30T21:12:58.000Z
CARTE 🗺️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,0,5.0,0.8564760971517241,"[-0.4844927191734314,-0.4626730680465698,-0.3382057547569275,-0.44625890254974365,-0.374150276184082]",2025-04-30T21:12:47.000Z
CARTE 🗺️,10000,REG_SOCIAL_MUSEUMS_US_REVENUES,3,5.0,0.9645539690429796,"[-0.38538724184036255,-0.06706345081329346,-0.707832932472229,-0.42890918254852295,-0.8547821044921875]",2025-04-30T21:11:54.000Z
CARTE 🗺️,10000,REG_SOCIAL_MUSEUMS_US_REVENUES,1,5.0,0.9787427317546188,"[-0.7162462472915649,-0.7069811820983887,-0.7450894117355347,-0.7782274484634399,-0.6297045350074768]",2025-04-30T21:11:12.000Z
CARTE 🗺️,10000,REG_SOCIAL_MUSEUMS_US_REVENUES,0,5.0,0.97552591202945,"[-0.5728981494903564,-0.8062593340873718,-0.6304182410240173,-0.727289080619812,-0.6744651794433594]",2025-04-30T21:11:01.000Z
CARTE 🗺️,10000,REG_CONSUMER_BABIES_R_US_PRICES,3,5.0,0.889275923768328,"[-0.00007086992263793945,-0.8502064347267151,-0.8744924068450928,-0.8905398845672607,-0.8706682920455933]",2025-04-30T20:26:58.000Z
CARTE 🗺️,10000,REG_CONSUMER_BABIES_R_US_PRICES,2,5.0,0.9374131988015452,"[-0.8989753723144531,-0.8790664076805115,-0.8986186981201172,-0.887755811214447,-0.8954640030860901]",2025-04-30T20:26:47.000Z
CARTE 🗺️,10000,REG_CONSUMER_BABIES_R_US_PRICES,1,5.0,0.9445844182357443,"[-0.906614065170288,-0.8392603397369385,-0.8959053754806519,-0.876878023147583,-0.856867790222168]",2025-04-30T20:26:37.000Z
CARTE 🗺️,10000,REG_CONSUMER_BABIES_R_US_PRICES,0,5.0,0.9014991452311,"[-0.889229953289032,-0.8922414779663086,-0.8709369897842407,-0.0022906064987182617,-0.8825606107711792]",2025-04-30T20:26:26.000Z
CARTE 🗺️,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,3,5.0,0.9623520769529844,"[-0.9536051154136658,-0.9552718997001648,-0.9501602053642272,-0.9588755965232848,-0.9559903144836426]",2025-04-30T20:23:11.000Z
CARTE 🗺️,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,2,5.0,0.9615694440920448,"[-0.9503259658813475,-0.955905258655548,-0.9562283158302308,-0.952114760875702,-0.957907736301422]",2025-04-30T20:23:00.000Z
CARTE 🗺️,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,1,5.0,0.9623799232314966,"[-0.952587366104126,-0.9542469382286072,-0.9592530727386476,-0.9538147449493408,-0.9566777348518372]",2025-04-30T20:22:50.000Z
CARTE 🗺️,10000,REG_CONSUMER_AMERICAN_EAGLE_PRICES,0,5.0,0.9624397556518964,"[-0.9596036672592164,-0.9567916393280028,-0.9572694301605223,-0.9585304260253906,-0.9570066332817078]",2025-04-30T20:22:39.000Z
CARTE 🗺️,10000,REG_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,3,5.0,0.9272635630181284,"[-0.8462052345275879,-0.8511508703231812,-0.8723117709159851,-0.8575748801231384,-0.872020959854126]",2025-04-30T20:21:24.000Z
