model,dataset_size,dataset,fold,carte_lr_idx,test_score,best_val_loss,Created
CARTE 🗺️,10000,MUL_CONSUMER_PRODUCT_SENTIMENT,3,5.0,0.8890335852978524,"[-0.8832269310951233,-0.8408495187759399,-0.8255338668823242,-0.8363478183746338,-0.8416213989257812]",2025-04-26T07:56:13.000Z
CARTE 🗺️,10000,MUL_CONSUMER_PRODUCT_SENTIMENT,2,5.0,0.8679004410727535,"[-0.8632478713989258,-0.8673936128616333,-0.8591525554656982,-0.8927423357963562,-0.8702343702316284]",2025-04-26T07:56:04.000Z
CARTE 🗺️,10000,MUL_CONSUMER_PRODUCT_SENTIMENT,1,5.0,0.8752426718896451,"[-0.8788659572601318,-0.8858418464660645,-0.8420712947845459,-0.8891304135322571,-0.8857405185699463]",2025-04-26T07:50:55.000Z
CARTE 🗺️,10000,MUL_CONSUMER_PRODUCT_SENTIMENT,0,5.0,0.8692079694742184,"[-0.8777258396148682,-0.8779606819152832,-0.8407611846923828,-0.8252228498458862,-0.8693090081214905]",2025-04-26T07:50:44.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_KICKSTARTER_FUNDING,3,5.0,0.691640248873435,"[-0.7094686660250507,-0.6911113180840287,-0.7034589773928082,-0.7227350551180378,-0.6967168346021924]",2025-04-26T07:45:26.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_KICKSTARTER_FUNDING,2,5.0,0.7016370407932122,"[-0.7105840200809724,-0.6932046191755808,-0.7115217223826262,-0.7139088100322073,-0.6810777309789015]",2025-04-26T07:45:16.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_KICKSTARTER_FUNDING,1,5.0,0.6868281285393806,"[-0.6583590037243626,-0.6887891969335812,-0.6661210630588987,-0.6792155496453289,-0.6662124760975027]",2025-04-26T07:45:05.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_KICKSTARTER_FUNDING,0,5.0,0.6912584988254287,"[-0.7024545838177074,-0.6917713317212443,-0.6491935530235868,-0.6625312327881897,-0.6981851924675656]",2025-04-26T07:44:55.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_FAKE_JOB_POSTING,3,5.0,0.8963920221110032,"[-0.5455293785412574,-0.8807433711267733,-0.8740529108158936,-0.5417109793247652,-0.5475302077137072]",2025-04-26T07:43:40.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_FAKE_JOB_POSTING,2,5.0,0.898827220437738,"[-0.5860596883993967,-0.7787401385559181,-0.821944229140004,-0.8726499269967735,-0.843908286316852]",2025-04-26T07:43:30.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_FAKE_JOB_POSTING,1,5.0,0.9182639874505116,"[-0.8921745347921962,-0.8635500597845354,-0.8689156467244684,-0.8862862086991006,-0.5804507573709224]",2025-04-26T07:43:19.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_FAKE_JOB_POSTING,0,5.0,0.9078359602599536,"[-0.5770439401313457,-0.8836755171812943,-0.6931971808136705,-0.8283312604022087,-0.8149683652684896]",2025-04-26T07:43:08.000Z
CARTE 🗺️,10000,MUL_SOCIAL_NEWS_CHANNEL_CATEGORY,3,4.0,0.7733897778094869,"[-0.7376827001571655,-0.7307519912719727,-0.7358564734458923,-0.7370325922966003,-0.7271155118942261]",2025-04-26T07:23:48.000Z
CARTE 🗺️,10000,MUL_SOCIAL_NEWS_CHANNEL_CATEGORY,2,4.0,0.7538347598427008,"[-0.7450420260429382,-0.743399977684021,-0.7481511831283569,-0.7423624992370605,-0.7523355484008789]",2025-04-26T07:23:37.000Z
CARTE 🗺️,10000,MUL_SOCIAL_NEWS_CHANNEL_CATEGORY,1,4.0,0.7811014749627777,"[-0.7342883944511414,-0.7308148145675659,-0.7440301775932312,-0.7214547991752625,-0.7269800901412964]",2025-04-26T07:19:30.000Z
CARTE 🗺️,10000,MUL_SOCIAL_NEWS_CHANNEL_CATEGORY,0,4.0,0.7732227112586405,"[-0.7404259443283081,-0.7330424189567566,-0.7248284816741943,-0.7227667570114136,-0.7323431968688965]",2025-04-26T07:19:20.000Z
CARTE 🗺️,10000,MUL_PROFESSIONAL_DATA_SCIENTIST_SALARY,3,4.0,0.8270666687042731,"[-0.7968980669975281,-0.7985198497772217,-0.7924553751945496,-0.7999889254570007,-0.794130802154541]",2025-04-26T06:34:50.000Z
CARTE 🗺️,10000,MUL_PROFESSIONAL_DATA_SCIENTIST_SALARY,2,4.0,0.8304101456898213,"[-0.8072532415390015,-0.8069863319396973,-0.7957768440246582,-0.8034281730651855,-0.8108482360839844]",2025-04-26T06:34:39.000Z
CARTE 🗺️,10000,MUL_PROFESSIONAL_DATA_SCIENTIST_SALARY,1,4.0,0.8253236851396136,"[-0.8062825202941895,-0.8047675490379333,-0.810766875743866,-0.8015512824058533,-0.8071025609970093]",2025-04-26T06:34:28.000Z
CARTE 🗺️,10000,MUL_PROFESSIONAL_DATA_SCIENTIST_SALARY,0,4.0,0.8248337874965398,"[-0.8073102831840515,-0.7988855242729187,-0.8031489849090576,-0.8038384914398193,-0.8074653148651123]",2025-04-26T06:33:27.000Z
CARTE 🗺️,10000,MUL_FOOD_WINE_REVIEW,3,4.0,0.9655031772480798,"[-0.9335493445396424,-0.9375416040420532,-0.931974470615387,-0.940099596977234,-0.9359806180000304]",2025-04-26T06:31:00.000Z
CARTE 🗺️,10000,MUL_FOOD_WINE_REVIEW,2,4.0,0.9605615587950902,"[-0.9299936294555664,-0.939433455467224,-0.9313520193099976,-0.9302367568016052,-0.934614598751068]",2025-04-26T06:30:49.000Z
CARTE 🗺️,10000,MUL_FOOD_WINE_REVIEW,1,4.0,0.9587335393969784,"[-0.94084632396698,-0.940668523311615,-0.934231162071228,-0.9292373061180116,-0.938054084777832]",2025-04-26T06:30:38.000Z
CARTE 🗺️,10000,MUL_FOOD_WINE_REVIEW,0,4.0,0.9546111283420936,"[-0.9331261515617372,-0.9341515898704528,-0.9362698197364808,-0.9354248642921448,-0.9346193075180054]",2025-04-26T06:30:28.000Z
CARTE 🗺️,10000,MUL_FOOD_MICHELIN_GUIDE_RESTAURANTS,3,4.0,0.8905383750858519,"[-0.8774911761283875,-0.8940979838371277,-0.8814437985420227,-0.8797922134399414,-0.8812469840049744]",2025-04-26T06:27:57.000Z
CARTE 🗺️,10000,MUL_FOOD_MICHELIN_GUIDE_RESTAURANTS,2,4.0,0.8969862631402451,"[-0.8874489068984985,-0.8887837529182434,-0.8677303194999695,-0.8830669522285461,-0.8790739178657532]",2025-04-26T06:27:52.000Z
CARTE 🗺️,10000,MUL_FOOD_MICHELIN_GUIDE_RESTAURANTS,1,4.0,0.906902714583165,"[-0.8812324404716492,-0.8891779184341431,-0.8687532544136047,-0.8671073913574219,-0.8593679666519165]",2025-04-26T06:27:41.000Z
CARTE 🗺️,10000,MUL_FOOD_MICHELIN_GUIDE_RESTAURANTS,0,4.0,0.8986242005791251,"[-0.8991166949272156,-0.8723169565200806,-0.8806523680686951,-0.875511109828949,-0.8787771463394165]",2025-04-26T06:27:19.000Z
CARTE 🗺️,10000,MUL_CONSUMER_WOMEN_ECOMMERCE_CLOTHING_REVIEW,3,4.0,0.8800835064427348,"[-0.873013973236084,-0.8710014224052429,-0.8734682202339172,-0.8689107894897461,-0.8795122504234314]",2025-04-26T06:15:49.000Z
CARTE 🗺️,10000,MUL_CONSUMER_WOMEN_ECOMMERCE_CLOTHING_REVIEW,2,4.0,0.8817307486260196,"[-0.8810222744941711,-0.8645540475845337,-0.867577850818634,-0.879428505897522,-0.8797910809516907]",2025-04-26T06:15:39.000Z
CARTE 🗺️,10000,MUL_CONSUMER_WOMEN_ECOMMERCE_CLOTHING_REVIEW,1,4.0,0.884676186864256,"[-0.8850268721580505,-0.855459988117218,-0.8776615262031555,-0.8723644614219666,-0.8747740983963013]",2025-04-26T06:15:28.000Z
CARTE 🗺️,10000,MUL_CONSUMER_WOMEN_ECOMMERCE_CLOTHING_REVIEW,0,4.0,0.877118206606054,"[-0.8738470077514648,-0.8718641400337219,-0.8667262196540833,-0.8676210641860962,-0.8741385340690613]",2025-04-26T06:12:47.000Z
CARTE 🗺️,10000,MUL_CONSUMER_PRODUCT_SENTIMENT,3,4.0,0.8914233306950409,"[-0.8816207647323608,-0.8659795522689819,-0.8758883476257324,-0.8963481783866882,-0.8820154666900635]",2025-04-26T06:09:52.000Z
CARTE 🗺️,10000,MUL_CONSUMER_PRODUCT_SENTIMENT,2,4.0,0.8636649284463929,"[-0.8808751702308655,-0.8918291330337524,-0.8711835741996765,-0.8858829140663147,-0.8621229529380798]",2025-04-26T05:52:03.000Z
CARTE 🗺️,10000,MUL_CONSUMER_PRODUCT_SENTIMENT,1,4.0,0.885938341175045,"[-0.8800420165061951,-0.8821001648902893,-0.8855683207511902,-0.8798980116844177,-0.8715278506278992]",2025-04-26T05:50:35.000Z
CARTE 🗺️,10000,MUL_CONSUMER_PRODUCT_SENTIMENT,0,4.0,0.8885825203850639,"[-0.8825600743293762,-0.876126766204834,-0.9007037878036499,-0.8781737089157104,-0.8666428327560425]",2025-04-26T05:50:24.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_KICKSTARTER_FUNDING,3,4.0,0.7062444879087572,"[-0.7021406748926903,-0.7090432216944412,-0.7174302242551562,-0.7120069588894293,-0.695604355170126]",2025-04-26T05:44:26.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_KICKSTARTER_FUNDING,2,4.0,0.7093789777607601,"[-0.7059754231158852,-0.7053878499998275,-0.7055821745724572,-0.7074937994363437,-0.7023010789038254]",2025-04-26T05:44:15.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_KICKSTARTER_FUNDING,1,4.0,0.715005191570683,"[-0.7101907715375443,-0.6876065766794415,-0.6700771204087945,-0.6823925839303927,-0.6869385140954306]",2025-04-26T05:44:04.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_KICKSTARTER_FUNDING,0,4.0,0.7013955723893528,"[-0.6959930043153854,-0.7074133099683907,-0.643003338013221,-0.7091300353348764,-0.707415034742704]",2025-04-26T05:38:55.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_FAKE_JOB_POSTING,3,4.0,0.9195488160155376,"[-0.8618917148848472,-0.8137336193377436,-0.8650942432599696,-0.8802987424217844,-0.8293557089724871]",2025-04-26T05:37:30.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_FAKE_JOB_POSTING,2,4.0,0.924732949876746,"[-0.8308998924479214,-0.913018007462552,-0.8259218535008502,-0.8608161940984552,-0.8377105226790682]",2025-04-26T05:37:20.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_FAKE_JOB_POSTING,1,4.0,0.8998879509972362,"[-0.8750863721301921,-0.873379959262397,-0.8592870318630543,-0.8689817401806154,-0.8337298940702152]",2025-04-26T05:37:15.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_FAKE_JOB_POSTING,0,4.0,0.9089415104205572,"[-0.7814890254820316,-0.8656950928613059,-0.8551621993498807,-0.8567664677854486,-0.8535038544501926]",2025-04-26T05:37:09.000Z
CARTE 🗺️,10000,MUL_SOCIAL_NEWS_CHANNEL_CATEGORY,3,3.0,0.7572384063921319,"[-0.7055620551109314,-0.7330183982849121,-0.7248564958572388,-0.7491023540496826,-0.6892707347869873]",2025-04-26T05:02:02.000Z
CARTE 🗺️,10000,MUL_SOCIAL_NEWS_CHANNEL_CATEGORY,2,3.0,0.7441552481201877,"[-0.7398561239242554,-0.7195243835449219,-0.7308313250541687,-0.7194355726242065,-0.7251323461532593]",2025-04-26T05:01:25.000Z
CARTE 🗺️,10000,MUL_SOCIAL_NEWS_CHANNEL_CATEGORY,1,3.0,0.7670521757144467,"[-0.7478289604187012,-0.7182695865631104,-0.7224862575531006,-0.7284213900566101,-0.6955159902572632]",2025-04-26T04:59:47.000Z
CARTE 🗺️,10000,MUL_SOCIAL_NEWS_CHANNEL_CATEGORY,0,3.0,0.7593688868747678,"[-0.7202085256576538,-0.7238432765007019,-0.7074375152587891,-0.7075697779655457,-0.7060165405273438]",2025-04-26T04:57:47.000Z
CARTE 🗺️,10000,MUL_PROFESSIONAL_DATA_SCIENTIST_SALARY,3,3.0,0.825844312229977,"[-0.8035127520561218,-0.8064332008361816,-0.8039137721061707,-0.8010661602020264,-0.804402232170105]",2025-04-26T04:45:29.000Z
CARTE 🗺️,10000,MUL_PROFESSIONAL_DATA_SCIENTIST_SALARY,2,3.0,0.8294005401637538,"[-0.8145248293876648,-0.8020877838134766,-0.7973101139068604,-0.7908786535263062,-0.7992525100708008]",2025-04-26T04:45:18.000Z
CARTE 🗺️,10000,MUL_PROFESSIONAL_DATA_SCIENTIST_SALARY,1,3.0,0.8242711143752647,"[-0.8034065961837769,-0.7998147010803223,-0.8098575472831726,-0.8031846880912781,-0.8022097945213318]",2025-04-26T04:45:08.000Z
CARTE 🗺️,10000,MUL_PROFESSIONAL_DATA_SCIENTIST_SALARY,0,3.0,0.8255842166656365,"[-0.802464485168457,-0.5690783262252808,-0.8025085926055908,-0.803531289100647,-0.8045507669448853]",2025-04-26T04:42:42.000Z
CARTE 🗺️,10000,MUL_FOOD_WINE_REVIEW,3,3.0,0.9633241293564746,"[-0.9330472350120544,-0.9391807913780212,-0.9360749125480652,-0.9425464868545532,-0.9410301446914672]",2025-04-26T04:08:36.000Z
CARTE 🗺️,10000,MUL_FOOD_WINE_REVIEW,2,3.0,0.9592388526290604,"[-0.933787167072296,-0.9403783082962036,-0.9328261613845824,-0.9354041218757628,-0.9377022385597228]",2025-04-26T04:08:26.000Z
CARTE 🗺️,10000,MUL_FOOD_WINE_REVIEW,1,3.0,0.9613063814949264,"[-0.9403643608093262,-0.9417059421539308,-0.9345135688781738,-0.937290608882904,-0.9356327652931212]",2025-04-26T04:08:22.000Z
CARTE 🗺️,10000,MUL_FOOD_WINE_REVIEW,0,3.0,0.9536999465752016,"[-0.9409908056259156,-0.9341481924057008,-0.9406790733337402,-0.9357295036315918,-0.935453236103058]",2025-04-26T04:08:12.000Z
CARTE 🗺️,10000,MUL_FOOD_MICHELIN_GUIDE_RESTAURANTS,3,3.0,0.8880287152476255,"[-0.876255214214325,-0.8798828125,-0.8897417187690735,-0.8789887428283691,-0.8632819056510925]",2025-04-26T03:37:19.000Z
CARTE 🗺️,10000,MUL_FOOD_MICHELIN_GUIDE_RESTAURANTS,2,3.0,0.8996570878343487,"[-0.8795844912528992,-0.8767595291137695,-0.8753053545951843,-0.8707351684570312,-0.8788182139396667]",2025-04-26T03:35:47.000Z
CARTE 🗺️,10000,MUL_FOOD_MICHELIN_GUIDE_RESTAURANTS,1,3.0,0.90633046707302,"[-0.8779508471488953,-0.8806209564208984,-0.8895124793052673,-0.8693939447402954,-0.8673087954521179]",2025-04-26T03:35:35.000Z
CARTE 🗺️,10000,MUL_FOOD_MICHELIN_GUIDE_RESTAURANTS,0,3.0,0.8976028802546173,"[-0.8689666986465454,-0.8880149722099304,-0.8786253929138184,-0.8845041394233704,-0.8899673819541931]",2025-04-26T03:35:25.000Z
CARTE 🗺️,10000,MUL_CONSUMER_WOMEN_ECOMMERCE_CLOTHING_REVIEW,3,3.0,0.8698213409265344,"[-0.7694587111473083,-0.8698526620864868,-0.7722434401512146,-0.7721845507621765,-0.8784098029136658]",2025-04-26T03:27:44.000Z
CARTE 🗺️,10000,MUL_CONSUMER_WOMEN_ECOMMERCE_CLOTHING_REVIEW,2,3.0,0.8821379970550884,"[-0.8782892227172852,-0.7685379385948181,-0.7941915392875671,-0.8713533282279968,-0.777507483959198]",2025-04-26T03:27:35.000Z
CARTE 🗺️,10000,MUL_CONSUMER_WOMEN_ECOMMERCE_CLOTHING_REVIEW,1,3.0,0.8797554399440413,"[-0.7824546694755554,-0.8662652969360352,-0.7907013297080994,-0.8754588961601257,-0.7808895111083984]",2025-04-26T03:27:33.000Z
CARTE 🗺️,10000,MUL_CONSUMER_WOMEN_ECOMMERCE_CLOTHING_REVIEW,0,3.0,0.879359614019547,"[-0.8694575428962708,-0.8675743341445923,-0.8648382425308228,-0.875447690486908,-0.8727251291275024]",2025-04-26T03:24:08.000Z
CARTE 🗺️,10000,MUL_CONSUMER_PRODUCT_SENTIMENT,3,3.0,0.8830325348762795,"[-0.8816453814506531,-0.8670440912246704,-0.8962687253952026,-0.8958281874656677,-0.8844254016876221]",2025-04-26T03:16:12.000Z
CARTE 🗺️,10000,MUL_CONSUMER_PRODUCT_SENTIMENT,2,3.0,0.8694145435025513,"[-0.8791463971138,-0.8901849985122681,-0.880930483341217,-0.8758187294006348,-0.86800616979599]",2025-04-26T03:16:04.000Z
CARTE 🗺️,10000,MUL_CONSUMER_PRODUCT_SENTIMENT,1,3.0,0.8759802453682791,"[-0.8782105445861816,-0.8866921067237854,-0.8933933973312378,-0.8731969594955444,-0.8750824928283691]",2025-04-26T03:07:51.000Z
CARTE 🗺️,10000,MUL_CONSUMER_PRODUCT_SENTIMENT,0,3.0,0.8832762858375962,"[-0.8839322328567505,-0.8322385549545288,-0.8962172865867615,-0.8835370540618896,-0.8629496097564697]",2025-04-26T02:58:33.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_KICKSTARTER_FUNDING,3,3.0,0.6918449220919444,"[-0.6892278645339257,-0.6403126900845024,-0.7021010050834848,-0.7110445348226184,-0.6615791573672585]",2025-04-26T02:49:58.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_KICKSTARTER_FUNDING,2,3.0,0.6937456233851801,"[-0.7086005296206991,-0.6960867170530736,-0.6916069032367115,-0.6771302975005721,-0.6954462508580752]",2025-04-26T02:47:27.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_KICKSTARTER_FUNDING,1,3.0,0.7034595523175793,"[-0.7047496835039135,-0.6766991039222517,-0.6196297714444065,-0.6969364558647501,-0.6913085172805138]",2025-04-26T02:47:16.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_KICKSTARTER_FUNDING,0,3.0,0.7041644100869401,"[-0.7208372284486575,-0.6912217036400787,-0.6638598839341873,-0.707672601040154,-0.6986319090147054]",2025-04-26T02:45:35.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_FAKE_JOB_POSTING,3,3.0,0.9276462239486069,"[-0.8745185692569293,-0.8864454338434546,-0.8710907222813058,-0.878255853777241,-0.5745804567658669]",2025-04-26T02:41:43.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_FAKE_JOB_POSTING,2,3.0,0.9058489579442744,"[-0.8786464060181096,-0.8722143110358046,-0.5663488172275598,-0.8774026473433435,-0.8723434937000919]",2025-04-26T02:37:07.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_FAKE_JOB_POSTING,1,3.0,0.8993501157839695,"[-0.7792448522210406,-0.8831017058120182,-0.8408890170701372,-0.8825038604586886,-0.8833150074204926]",2025-04-26T02:36:59.000Z
CARTE 🗺️,10000,BIN_PROFESSIONAL_FAKE_JOB_POSTING,0,3.0,0.9287368342421752,"[-0.5336806244029058,-0.8738245879673859,-0.8379508625196027,-0.884489668391105,-0.8432683814914289]",2025-04-26T02:27:53.000Z
CARTE 🗺️,10000,MUL_SOCIAL_NEWS_CHANNEL_CATEGORY,3,2.0,0.7746826684091769,"[-0.7380499839782715,-0.7391263842582703,-0.7342299222946167,-0.7400462627410889,-0.7238678932189941]",2025-04-26T02:19:27.000Z
CARTE 🗺️,10000,MUL_SOCIAL_NEWS_CHANNEL_CATEGORY,2,2.0,0.7610506933916716,"[-0.753209114074707,-0.7413654327392578,-0.749454915523529,-0.7463852763175964,-0.7337242960929871]",2025-04-26T02:17:41.000Z
CARTE 🗺️,10000,MUL_SOCIAL_NEWS_CHANNEL_CATEGORY,1,2.0,0.7888749469345774,"[-0.7474570274353027,-0.7375947833061218,-0.7458301782608032,-0.7451177835464478,-0.7298051118850708]",2025-04-26T02:16:04.000Z
CARTE 🗺️,10000,MUL_SOCIAL_NEWS_CHANNEL_CATEGORY,0,2.0,0.7834456437952028,"[-0.7502703666687012,-0.7472223043441772,-0.737357497215271,-0.7473072409629822,-0.7398642897605896]",2025-04-26T02:11:02.000Z
CARTE 🗺️,10000,MUL_PROFESSIONAL_DATA_SCIENTIST_SALARY,3,2.0,0.8318819759663922,"[-0.7995847463607788,-0.804842472076416,-0.8082125186920166,-0.7930330634117126,-0.7920879125595093]",2025-04-26T01:50:51.000Z
CARTE 🗺️,10000,MUL_PROFESSIONAL_DATA_SCIENTIST_SALARY,2,2.0,0.830586445440009,"[-0.806884765625,-0.8064098358154297,-0.7940942645072937,-0.8047577738761902,-0.8061795234680176]",2025-04-26T01:39:51.000Z
CARTE 🗺️,10000,MUL_PROFESSIONAL_DATA_SCIENTIST_SALARY,1,2.0,0.8257781176498851,"[-0.8101671934127808,-0.8076062202453613,-0.8105058073997498,-0.8009616732597351,-0.8107382655143738]",2025-04-26T01:39:40.000Z
CARTE 🗺️,10000,MUL_PROFESSIONAL_DATA_SCIENTIST_SALARY,0,2.0,0.825252188818065,"[-0.8068031668663025,-0.801402747631073,-0.8027428388595581,-0.794834315776825,-0.7977643013000488]",2025-04-26T01:37:48.000Z
CARTE 🗺️,10000,MUL_FOOD_WINE_REVIEW,3,2.0,0.9643633272558028,"[-0.9348986744880676,-0.9366558790206908,-0.9348332285881042,-0.9447447061538696,-0.93711519241333]",2025-04-26T01:15:38.000Z
CARTE 🗺️,10000,MUL_FOOD_WINE_REVIEW,2,2.0,0.9607101557935204,"[-0.9311354756355286,-0.932944357395172,-0.9290801286697388,-0.9332343339920044,-0.9389352798461914]",2025-04-26T01:15:16.000Z
CARTE 🗺️,10000,MUL_FOOD_WINE_REVIEW,1,2.0,0.9611287949944276,"[-0.9427608847618104,-0.9402528405189514,-0.9343876242637634,-0.9341824650764464,-0.935140073299408]",2025-04-26T01:13:26.000Z
CARTE 🗺️,10000,MUL_FOOD_WINE_REVIEW,0,2.0,0.9557071889242218,"[-0.9432133436203004,-0.9332389831542968,-0.9386467337608336,-0.935541570186615,-0.9401839971542358]",2025-04-26T01:11:19.000Z
