dataset,fold,model,Runtime,cpu_cores,cpu_name,gpu_total_memory_gb,gpu_type,inference_peak_cpu_gb,inference_peak_gpu_gb,inference_wall_time_s,m_features,n_test,n_train,system_ram_gb,timestamp,train_examples,train_peak_cpu_gb,train_peak_gpu_gb,train_wall_time_s
REG_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT,5,TabSTAR 🌟,217,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7856788635253906,0.9208984375,0.5098047256469727,22,166,1503,1007.6864013671876,2025-08-08 15:42:06,10000,1.887977600097656,2.1982421875,213.010596036911
REG_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT,7,TabSTAR 🌟,235,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7880401611328125,0.9208984375,0.5083611011505127,22,166,1503,1007.672779083252,2025-08-08 15:41:42,10000,1.7796134948730469,2.1962890625,231.72413420677185
REG_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT,4,TabSTAR 🌟,219,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.78375244140625,0.9208984375,0.5090994834899902,22,166,1503,1007.6864013671876,2025-08-08 15:41:08,10000,1.7880363464355469,2.1591796875,214.56720495224
REG_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT,3,TabSTAR 🌟,202,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7831954956054688,0.9208984375,0.5090281963348389,22,166,1503,1007.6864013671876,2025-08-08 15:40:02,10000,1.786834716796875,2.2373046875,197.80559611320496
REG_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT,6,TabSTAR 🌟,110,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7827682495117188,0.9208984375,0.5048365592956543,22,166,1503,1007.6727752685548,2025-08-08 15:38:04,10000,1.7744712829589844,2.2314453125,107.2507004737854
REG_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT,2,TabSTAR 🌟,123,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7811813354492188,0.9208984375,0.507631778717041,22,166,1503,1007.6727752685548,2025-08-08 15:35:07,10000,1.7823753356933594,2.2060546875,119.13820815086363
REG_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT,1,TabSTAR 🌟,232,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.781463623046875,0.9208984375,0.511328935623169,22,166,1503,1007.672779083252,2025-08-08 15:35:43,10000,1.9323463439941408,2.1748046875,229.2530233860016
REG_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT,0,TabSTAR 🌟,226,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7760581970214844,0.9208984375,0.508725643157959,22,166,1503,1007.6864013671876,2025-08-08 15:34:35,10000,1.780609130859375,2.1572265625,221.6760580539703
REG_SPORTS_FIFA22_WAGES,9,TabSTAR 🌟,591,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.784381866455078,0.9853515625,3.02620267868042,28,1917,10000,1007.672779083252,2025-08-08 15:40:17,10000,1.8458709716796875,2.1025390625,585.4906589984894
REG_SPORTS_FIFA22_WAGES,8,TabSTAR 🌟,338,8,AMD EPYC 7742 64-Core Processor,39.58612060546875,NVIDIA A100-SXM4-40GB,1.7963142395019531,0.9833984375,1.5050415992736816,28,1917,10000,1007.6727752685548,2025-08-08 15:32:01,10000,1.803508758544922,2.0654296875,334.37588238716125
