model,dataset_size,dataset,fold,Created,optuna_n_trials
TabM-Tuned 〽️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,8,2025-10-12T14:33:50.000Z,39
TabM-Tuned 〽️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,7,2025-10-12T14:29:06.000Z,61
TabM-Tuned 〽️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,6,2025-10-12T14:25:23.000Z,36
TabM-Tuned 〽️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,5,2025-10-12T14:21:19.000Z,36
TabM-Tuned 〽️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,4,2025-10-12T13:56:38.000Z,34
TabM-Tuned 〽️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,3,2025-10-12T13:42:44.000Z,61
TabM-Tuned 〽️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,2,2025-10-12T13:33:58.000Z,57
TabM-Tuned 〽️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,1,2025-10-12T13:22:41.000Z,66
TabM-Tuned 〽️,10000,REG_SOCIAL_VIDEO_GAMES_SALES,0,2025-10-12T13:21:44.000Z,38
TabM-Tuned 〽️,10000,REG_SOCIAL_SPOTIFY_POPULARITY,9,2025-10-12T13:18:06.000Z,25
TabM-Tuned 〽️,10000,REG_SOCIAL_SPOTIFY_POPULARITY,8,2025-10-12T13:12:37.000Z,27
TabM-Tuned 〽️,10000,REG_SOCIAL_SPOTIFY_POPULARITY,7,2025-10-12T13:00:59.000Z,26
TabM-Tuned 〽️,10000,REG_SOCIAL_SPOTIFY_POPULARITY,6,2025-10-12T12:40:41.000Z,33
TabM-Tuned 〽️,10000,REG_SOCIAL_SPOTIFY_POPULARITY,5,2025-10-12T12:31:30.000Z,42
TabM-Tuned 〽️,10000,REG_SOCIAL_SPOTIFY_POPULARITY,4,2025-10-12T12:20:03.000Z,55
TabM-Tuned 〽️,10000,REG_SOCIAL_SPOTIFY_POPULARITY,3,2025-10-12T12:06:42.000Z,50
TabM-Tuned 〽️,10000,REG_SOCIAL_SPOTIFY_POPULARITY,2,2025-10-12T12:03:04.000Z,28
TabM-Tuned 〽️,10000,REG_SOCIAL_SPOTIFY_POPULARITY,1,2025-10-12T11:58:45.000Z,26
TabM-Tuned 〽️,10000,REG_SOCIAL_SPOTIFY_POPULARITY,0,2025-10-12T11:58:23.000Z,31
TabM-Tuned 〽️,10000,REG_SOCIAL_MUSEUMS_US_REVENUES,9,2025-10-12T11:53:31.000Z,45
TabM-Tuned 〽️,10000,REG_SOCIAL_MUSEUMS_US_REVENUES,7,2025-10-12T11:33:46.000Z,41
TabM-Tuned 〽️,10000,REG_SOCIAL_MUSEUMS_US_REVENUES,6,2025-10-12T11:24:13.000Z,70
TabM-Tuned 〽️,10000,REG_SOCIAL_MUSEUMS_US_REVENUES,4,2025-10-12T11:11:47.000Z,81
TabM-Tuned 〽️,10000,REG_SOCIAL_MUSEUMS_US_REVENUES,3,2025-10-12T11:00:44.000Z,73
TabM-Tuned 〽️,10000,REG_SOCIAL_MUSEUMS_US_REVENUES,2,2025-10-12T10:57:34.000Z,48
TabM-Tuned 〽️,10000,REG_SOCIAL_MUSEUMS_US_REVENUES,1,2025-10-12T10:49:21.000Z,51
TabM-Tuned 〽️,10000,REG_SOCIAL_MUSEUMS_US_REVENUES,0,2025-10-12T10:46:08.000Z,37
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,9,2025-10-12T10:24:17.000Z,55
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,8,2025-10-12T10:24:03.000Z,55
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,7,2025-10-12T10:12:40.000Z,97
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,6,2025-10-12T10:04:34.000Z,98
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,5,2025-10-12T09:55:46.000Z,98
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,4,2025-10-12T09:50:10.000Z,54
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,3,2025-10-12T09:42:39.000Z,54
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,2,2025-10-12T09:34:23.000Z,59
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,1,2025-10-12T09:16:16.000Z,49
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_ROTTEN_TOMATOES,0,2025-10-12T09:14:18.000Z,59
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_DATASET_REVENUE,9,2025-10-12T09:07:42.000Z,91
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_DATASET_REVENUE,8,2025-10-12T09:01:05.000Z,83
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_DATASET_REVENUE,7,2025-10-12T08:51:35.000Z,109
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_DATASET_REVENUE,6,2025-10-12T08:44:14.000Z,55
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_DATASET_REVENUE,5,2025-10-12T08:35:14.000Z,50
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_DATASET_REVENUE,4,2025-10-12T08:24:35.000Z,55
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_DATASET_REVENUE,3,2025-10-12T08:08:36.000Z,43
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_DATASET_REVENUE,2,2025-10-12T08:04:32.000Z,41
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_DATASET_REVENUE,1,2025-10-12T08:02:22.000Z,94
TabM-Tuned 〽️,10000,REG_SOCIAL_MOVIES_DATASET_REVENUE,0,2025-10-12T07:56:55.000Z,91
TabM-Tuned 〽️,10000,REG_SOCIAL_KOREAN_DRAMA,9,2025-10-12T07:49:06.000Z,268
TabM-Tuned 〽️,10000,REG_SOCIAL_KOREAN_DRAMA,8,2025-10-12T07:39:48.000Z,161
TabM-Tuned 〽️,10000,REG_SOCIAL_KOREAN_DRAMA,7,2025-10-12T07:31:37.000Z,170
TabM-Tuned 〽️,10000,REG_SOCIAL_KOREAN_DRAMA,6,2025-10-12T07:21:00.000Z,168
TabM-Tuned 〽️,10000,REG_SOCIAL_KOREAN_DRAMA,5,2025-10-12T07:04:49.000Z,111
TabM-Tuned 〽️,10000,REG_SOCIAL_KOREAN_DRAMA,4,2025-10-12T07:01:51.000Z,174
TabM-Tuned 〽️,10000,REG_SOCIAL_KOREAN_DRAMA,3,2025-10-12T07:00:28.000Z,260
TabM-Tuned 〽️,10000,REG_SOCIAL_KOREAN_DRAMA,2,2025-10-12T06:54:48.000Z,262
TabM-Tuned 〽️,10000,REG_SOCIAL_KOREAN_DRAMA,1,2025-10-12T06:46:18.000Z,272
TabM-Tuned 〽️,10000,REG_SOCIAL_KOREAN_DRAMA,0,2025-10-12T06:27:49.000Z,162
TabM-Tuned 〽️,10000,REG_SOCIAL_FILMTV_MOVIE_RATING_ITALY,9,2025-10-12T06:15:50.000Z,48
TabM-Tuned 〽️,10000,REG_SOCIAL_FILMTV_MOVIE_RATING_ITALY,8,2025-10-12T06:12:28.000Z,45
TabM-Tuned 〽️,10000,REG_SOCIAL_FILMTV_MOVIE_RATING_ITALY,7,2025-10-12T05:54:47.000Z,37
TabM-Tuned 〽️,10000,REG_SOCIAL_FILMTV_MOVIE_RATING_ITALY,6,2025-10-12T05:51:18.000Z,38
TabM-Tuned 〽️,10000,REG_SOCIAL_FILMTV_MOVIE_RATING_ITALY,5,2025-10-12T05:49:08.000Z,64
TabM-Tuned 〽️,10000,REG_SOCIAL_FILMTV_MOVIE_RATING_ITALY,4,2025-10-12T05:46:34.000Z,70
TabM-Tuned 〽️,10000,REG_SOCIAL_FILMTV_MOVIE_RATING_ITALY,3,2025-10-12T05:39:59.000Z,71
TabM-Tuned 〽️,10000,REG_SOCIAL_FILMTV_MOVIE_RATING_ITALY,2,2025-10-12T05:16:41.000Z,41
TabM-Tuned 〽️,10000,REG_SOCIAL_FILMTV_MOVIE_RATING_ITALY,1,2025-10-12T05:04:59.000Z,45
TabM-Tuned 〽️,10000,REG_SOCIAL_FILMTV_MOVIE_RATING_ITALY,0,2025-10-12T05:02:09.000Z,39
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOK_READABILITY_CLEAR,9,2025-10-12T04:47:19.000Z,67
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOK_READABILITY_CLEAR,7,2025-10-12T04:46:32.000Z,88
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOK_READABILITY_CLEAR,8,2025-10-12T04:45:33.000Z,134
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOK_READABILITY_CLEAR,6,2025-10-12T04:44:02.000Z,140
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOK_READABILITY_CLEAR,5,2025-10-12T04:36:16.000Z,156
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOK_READABILITY_CLEAR,4,2025-10-12T04:11:27.000Z,96
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOK_READABILITY_CLEAR,3,2025-10-12T04:00:05.000Z,98
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOK_READABILITY_CLEAR,2,2025-10-12T03:57:04.000Z,87
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOK_READABILITY_CLEAR,1,2025-10-12T03:42:32.000Z,147
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOK_READABILITY_CLEAR,0,2025-10-12T03:41:46.000Z,67
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOKS_GOODREADS,8,2025-10-12T03:38:07.000Z,57
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOKS_GOODREADS,9,2025-10-12T03:37:54.000Z,91
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOKS_GOODREADS,7,2025-10-12T03:30:52.000Z,107
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOKS_GOODREADS,6,2025-10-12T03:06:02.000Z,63
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOKS_GOODREADS,5,2025-10-12T02:52:13.000Z,59
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOKS_GOODREADS,4,2025-10-12T02:49:31.000Z,65
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOKS_GOODREADS,3,2025-10-12T02:37:59.000Z,96
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOKS_GOODREADS,2,2025-10-12T02:29:48.000Z,91
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOKS_GOODREADS,1,2025-10-12T02:28:05.000Z,59
TabM-Tuned 〽️,10000,REG_SOCIAL_BOOKS_GOODREADS,0,2025-10-12T02:25:45.000Z,95
TabM-Tuned 〽️,10000,REG_SOCIAL_ANIME_PLANET_RATING,9,2025-10-12T02:23:44.000Z,42
TabM-Tuned 〽️,10000,REG_SOCIAL_ANIME_PLANET_RATING,8,2025-10-12T01:55:00.000Z,37
TabM-Tuned 〽️,10000,REG_SOCIAL_ANIME_PLANET_RATING,7,2025-10-12T01:42:39.000Z,44
TabM-Tuned 〽️,10000,REG_SOCIAL_ANIME_PLANET_RATING,6,2025-10-12T01:38:31.000Z,45
TabM-Tuned 〽️,10000,REG_SOCIAL_ANIME_PLANET_RATING,5,2025-10-12T01:28:58.000Z,58
TabM-Tuned 〽️,10000,REG_SOCIAL_ANIME_PLANET_RATING,4,2025-10-12T01:20:18.000Z,67
TabM-Tuned 〽️,10000,REG_SOCIAL_ANIME_PLANET_RATING,3,2025-10-12T01:18:27.000Z,70
TabM-Tuned 〽️,10000,REG_SOCIAL_ANIME_PLANET_RATING,2,2025-10-12T01:15:11.000Z,44
TabM-Tuned 〽️,10000,REG_SOCIAL_ANIME_PLANET_RATING,1,2025-10-12T01:00:28.000Z,33
TabM-Tuned 〽️,10000,REG_SOCIAL_ANIME_PLANET_RATING,0,2025-10-12T00:40:17.000Z,51
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,9,2025-10-12T00:34:43.000Z,47
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,8,2025-10-12T00:31:05.000Z,52
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,7,2025-10-12T00:23:30.000Z,79
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,5,2025-10-12T00:13:48.000Z,84
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,6,2025-10-12T00:13:45.000Z,85
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,4,2025-10-12T00:02:42.000Z,46
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,3,2025-10-11T23:53:39.000Z,53
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,2,2025-10-11T23:27:47.000Z,55
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,1,2025-10-11T23:27:14.000Z,47
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,0,2025-10-11T23:22:06.000Z,50
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,9,2025-10-11T23:19:04.000Z,105
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,8,2025-10-11T23:09:17.000Z,120
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,7,2025-10-11T23:04:48.000Z,122
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,6,2025-10-11T22:46:09.000Z,60
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,5,2025-10-11T22:40:02.000Z,71
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,4,2025-10-11T22:18:44.000Z,74
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,3,2025-10-11T22:17:54.000Z,67
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,1,2025-10-11T22:15:40.000Z,91
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,2,2025-10-11T22:15:39.000Z,165
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,0,2025-10-11T22:04:17.000Z,115
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,9,2025-10-11T21:59:36.000Z,52
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,8,2025-10-11T21:36:12.000Z,56
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,7,2025-10-11T21:32:14.000Z,46
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,6,2025-10-11T21:10:30.000Z,49
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,5,2025-10-11T21:02:19.000Z,36
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,4,2025-10-11T20:57:52.000Z,36
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,2,2025-10-11T20:57:10.000Z,32
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,3,2025-10-11T20:56:49.000Z,55
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,1,2025-10-11T20:51:36.000Z,50
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,0,2025-10-11T20:28:23.000Z,58
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,9,2025-10-11T20:21:59.000Z,57
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,8,2025-10-11T19:59:43.000Z,50
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,7,2025-10-11T19:49:11.000Z,65
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,6,2025-10-11T19:47:50.000Z,38
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,5,2025-10-11T19:45:45.000Z,49
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,4,2025-10-11T19:34:34.000Z,27
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,3,2025-10-11T19:24:43.000Z,36
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,2,2025-10-11T19:16:59.000Z,60
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,1,2025-10-11T19:11:06.000Z,65
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,0,2025-10-11T18:49:25.000Z,50
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,9,2025-10-11T18:45:12.000Z,211
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,8,2025-10-11T18:40:48.000Z,165
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,7,2025-10-11T18:37:09.000Z,118
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,6,2025-10-11T18:27:18.000Z,108
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,5,2025-10-11T18:17:20.000Z,124
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,4,2025-10-11T18:12:00.000Z,176
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,3,2025-10-11T18:06:01.000Z,204
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,2,2025-10-11T17:44:46.000Z,189
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,1,2025-10-11T17:41:01.000Z,192
TabM-Tuned 〽️,10000,REG_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,0,2025-10-11T17:36:20.000Z,227
TabM-Tuned 〽️,10000,REG_HOUSES_CALIFORNIA_PRICES_2020,9,2025-10-11T17:28:37.000Z,46
